propertyType,bedrooms,bathrooms,squareFeet,lot_size,oceanProximity,yearBuilt,price,has_garage,has_pool
Townhouse,3,1,1740,5615,INLAND,1932,712047,False,False
Townhouse,4,1,3065,8346,<1H OCEAN,1904,388933,False,False
Apartment,3,2,3477,3996,NEAR BAY,1955,2704881,False,False
Condo,4,3,1617,11488,INLAND,1927,2522488,True,True
Condo,1,2,3680,13437,<1H OCEAN,1906,2732599,True,False
House,3,3,2870,12477,INLAND,2009,299603,True,False
Apartment,3,2,1436,10035,INLAND,1958,288198,True,False
Townhouse,4,2,3955,8109,NEAR BAY,1918,349966,False,False
House,2,2,1510,2109,NEAR OCEAN,1961,469736,True,False
Apartment,2,1,3546,2411,NEAR BAY,1942,2780996,True,True
Villa,1,3,3176,2070,<1H OCEAN,1949,130113,False,False
Apartment,5,1,3558,5727,INLAND,2013,2129950,True,True
House,5,1,3320,2717,NEAR OCEAN,1989,901831,True,False
Condo,1,2,3325,7476,<1H OCEAN,1952,457543,True,False
Townhouse,5,3,2058,12662,NEAR BAY,2019,2237892,True,False
Villa,4,1,1721,12480,INLAND,2001,1936669,False,True
Apartment,2,2,3403,13866,NEAR BAY,1937,182907,False,False
House,1,3,3435,8813,INLAND,2002,670863,True,False
House,4,3,2476,2718,INLAND,1916,1156461,True,False
Townhouse,1,1,3541,9736,NEAR OCEAN,1982,2339419,False,False
House,2,2,918,9735,NEAR BAY,1926,1320347,True,False
House,5,1,1863,10318,<1H OCEAN,1936,1373555,True,False
Townhouse,4,3,1059,10617,INLAND,1906,1171675,True,False
Villa,2,1,3796,9242,INLAND,1937,1306616,False,False
Condo,1,2,1555,4325,<1H OCEAN,1980,295849,False,False
Condo,3,3,805,12733,<1H OCEAN,2020,2738398,False,False
Apartment,4,2,3158,4435,<1H OCEAN,1928,1594204,True,False
Villa,1,2,865,4818,<1H OCEAN,1950,2267797,False,False
Apartment,1,3,3578,2535,NEAR BAY,2007,1587001,False,False
Condo,2,2,1969,13725,INLAND,2002,1711414,True,False
Townhouse,1,2,828,8451,NEAR OCEAN,2007,2551090,True,False
House,4,2,2466,9746,<1H OCEAN,1980,1073969,False,False
Condo,4,3,1459,12526,NEAR OCEAN,1914,1174353,False,False
Villa,1,2,1699,7172,NEAR OCEAN,1915,2698630,True,False
Condo,2,1,1703,12684,NEAR OCEAN,1996,1528991,True,True
Villa,4,1,1160,11336,NEAR BAY,1910,956210,True,False
Villa,3,2,2418,11913,<1H OCEAN,1932,1147498,True,False
Villa,5,1,2747,5490,NEAR OCEAN,1995,925798,False,False
Apartment,2,1,3809,5870,NEAR OCEAN,2008,1115582,True,True
Townhouse,2,3,2873,3779,INLAND,1991,2340435,True,False
Condo,5,2,2918,5147,<1H OCEAN,1919,826703,True,False
Townhouse,5,3,1912,2905,NEAR BAY,2012,2820775,False,False
House,4,2,976,4131,<1H OCEAN,1928,1700391,False,False
Condo,1,1,2874,13115,<1H OCEAN,1915,969577,False,False
Townhouse,1,3,2112,12039,<1H OCEAN,1993,2763058,True,False
Townhouse,3,3,3687,8947,<1H OCEAN,1916,342097,False,False
House,1,1,3664,10498,INLAND,1956,798296,False,False
Villa,3,1,1374,5516,NEAR OCEAN,1977,906761,True,False
Condo,3,2,3847,13922,INLAND,1987,2942464,True,False
Condo,2,2,1330,6432,NEAR BAY,1936,634685,True,True
House,2,1,1292,7991,NEAR OCEAN,1976,432765,True,False
Villa,4,1,3125,10708,<1H OCEAN,1917,869508,True,False
Condo,5,3,3846,2100,INLAND,1970,1388764,False,False
Condo,5,3,2061,8060,<1H OCEAN,1948,1103042,True,False
Condo,3,2,1960,4147,<1H OCEAN,1910,1531495,True,False
Villa,5,3,1986,4220,NEAR BAY,1956,948248,False,False
House,3,1,3686,13021,NEAR OCEAN,1980,2003721,False,False
Condo,5,1,1646,12100,NEAR BAY,1918,2685407,False,False
Townhouse,4,1,3747,2027,NEAR BAY,1969,1576978,True,False
Villa,2,1,1092,6852,NEAR OCEAN,2015,544525,False,False
Apartment,2,2,1851,5336,NEAR BAY,1981,1784743,True,False
House,3,1,1055,4362,NEAR OCEAN,1952,2520697,True,False
Townhouse,5,1,1704,6133,NEAR BAY,1909,102378,False,False
Condo,1,1,2575,5676,INLAND,1900,897095,False,False
Apartment,4,1,2578,13416,NEAR OCEAN,1900,729014,False,False
House,5,2,1464,4375,<1H OCEAN,1946,2371455,False,True
Villa,1,2,1064,2047,NEAR BAY,2022,2150220,False,False
Apartment,4,3,2780,9058,NEAR BAY,2001,1397536,False,False
Apartment,4,2,2387,13905,NEAR OCEAN,1926,2319952,True,False
Townhouse,2,2,1200,10197,NEAR BAY,1924,1344143,True,True
House,3,2,3307,7533,NEAR BAY,1989,2787221,False,False
Townhouse,5,3,1576,10961,NEAR OCEAN,2002,1978311,False,False
Townhouse,4,1,3868,9602,NEAR OCEAN,1909,1892155,True,True
Condo,5,3,2014,3362,NEAR BAY,1935,2345216,False,True
Villa,4,1,1947,5340,NEAR OCEAN,1945,346111,True,True
Apartment,2,2,2254,2816,NEAR BAY,1907,275751,False,False
House,3,1,3250,14020,NEAR BAY,1996,1337284,False,False
Villa,1,3,3842,2007,NEAR BAY,1961,501105,False,False
Villa,1,1,3148,6872,<1H OCEAN,1928,2561126,True,False
House,2,1,3942,14950,NEAR OCEAN,1952,2982833,True,False
Villa,4,2,3061,4532,<1H OCEAN,1997,1356559,False,True
Condo,2,1,1673,4759,INLAND,1990,1467491,True,False
Villa,3,1,2368,2328,INLAND,2014,128748,False,False
Condo,1,2,1173,14687,NEAR BAY,2005,2624746,False,False
Apartment,5,3,1994,6875,<1H OCEAN,1903,2613997,False,False
Apartment,1,2,3191,12104,NEAR BAY,1948,268847,True,False
Townhouse,3,1,1661,4385,NEAR BAY,2011,1156469,False,False
Condo,4,2,1100,5980,NEAR BAY,1968,1824177,False,False
Apartment,2,2,2319,4466,NEAR BAY,1941,1741660,True,True
Villa,1,1,3596,7329,NEAR BAY,2017,216504,False,False
House,1,3,3284,13229,INLAND,1974,2881766,True,False
House,5,2,2949,3194,NEAR OCEAN,1964,1708412,True,False
Condo,2,3,2857,2100,NEAR OCEAN,1976,1896233,False,True
Townhouse,5,2,3912,4461,NEAR OCEAN,1983,180787,True,False
Villa,5,1,3217,8715,INLAND,1933,2882880,True,True
Condo,4,1,925,2322,<1H OCEAN,1996,2506122,True,False
House,1,2,3632,14316,INLAND,1913,2958188,True,False
Condo,2,2,1182,9832,INLAND,1952,672751,False,False
Villa,4,2,3174,5649,<1H OCEAN,1975,2831914,True,False
Apartment,4,1,1249,6846,NEAR BAY,1974,1056868,False,False
Villa,4,2,1322,13268,NEAR BAY,1900,485858,False,False
Apartment,3,1,2654,7755,NEAR BAY,2009,647514,False,False
Apartment,3,2,1809,2606,<1H OCEAN,1907,2313887,True,False
Apartment,4,1,1741,10708,INLAND,1917,2901601,False,False
Condo,3,2,3830,11300,INLAND,1904,2792532,True,False
House,2,3,1072,6335,<1H OCEAN,1994,1790021,True,False
Condo,1,3,2812,2838,NEAR BAY,1966,854825,False,False
House,2,1,1301,3121,<1H OCEAN,1921,1947301,True,False
Villa,1,2,2050,5965,INLAND,1905,2548596,False,False
Townhouse,3,3,3713,5341,NEAR OCEAN,1987,2102014,False,False
Villa,2,2,3188,3336,NEAR OCEAN,1926,1028673,False,False
Condo,5,2,3119,3259,NEAR OCEAN,1984,2674896,True,False
Condo,4,2,2614,13472,NEAR BAY,1936,1205662,False,True
House,1,3,3242,9192,NEAR BAY,2016,1002943,False,False
Condo,1,1,3995,12053,NEAR BAY,2020,1480636,True,False
Apartment,5,3,3757,2644,NEAR BAY,1997,575513,True,False
Condo,5,1,3042,12420,<1H OCEAN,1934,376981,True,False
House,4,3,2406,2596,NEAR OCEAN,1935,1763717,True,False
House,3,2,1996,8389,NEAR OCEAN,1960,141744,True,False
Apartment,2,2,1856,4810,NEAR BAY,2018,1584934,False,False
House,2,2,3058,6536,NEAR BAY,1989,1110444,False,True
Townhouse,2,3,1612,8769,<1H OCEAN,1900,2215971,True,False
Villa,3,3,3541,2467,<1H OCEAN,1947,2042846,True,False
Condo,4,1,3600,11156,<1H OCEAN,1982,953188,True,False
Townhouse,2,3,3848,11829,NEAR OCEAN,1989,198427,True,True
Condo,1,1,3922,4786,NEAR OCEAN,1986,2401256,True,False
Townhouse,1,3,2706,13005,NEAR OCEAN,2003,2769290,False,False
Condo,1,2,3739,10418,NEAR OCEAN,1997,1863147,True,False
Apartment,5,3,2678,4808,<1H OCEAN,1990,939757,True,True
House,5,2,1340,11496,NEAR BAY,1966,1323556,True,False
House,3,3,1317,7789,NEAR OCEAN,2009,2622921,True,True
Apartment,2,1,1734,10705,<1H OCEAN,2002,1520561,False,False
Townhouse,5,3,932,2211,NEAR BAY,1976,1568231,True,False
Villa,1,2,2943,2769,INLAND,1938,679719,False,False
Townhouse,5,3,1223,13503,NEAR BAY,1979,2946168,True,False
House,1,1,1657,9531,INLAND,1902,1729507,True,False
Villa,2,1,3821,10622,INLAND,1925,2762770,False,False
Condo,3,1,881,5258,NEAR OCEAN,1968,2479929,False,False
Villa,4,1,3636,2259,<1H OCEAN,1954,2927850,True,False
Townhouse,4,3,3162,3754,NEAR BAY,1902,2310629,True,True
Apartment,1,1,2552,12589,INLAND,1955,301120,False,False
Condo,5,3,1715,14994,<1H OCEAN,1927,142005,False,False
Townhouse,5,3,2466,2045,NEAR BAY,2010,317343,True,False
Condo,1,3,3957,2876,NEAR OCEAN,2015,2103932,False,True
Villa,2,1,2663,10154,NEAR BAY,1942,1969380,True,True
House,1,1,1165,4917,NEAR OCEAN,1929,671008,False,False
Townhouse,2,3,2648,3955,NEAR BAY,1986,887285,True,True
Apartment,3,3,3213,11792,NEAR BAY,1917,2022231,False,True
Villa,3,3,1916,4274,INLAND,1904,871197,False,False
Townhouse,1,2,2918,9735,INLAND,1985,1271266,False,False
Apartment,3,2,1125,3739,INLAND,2008,2737442,True,False
Townhouse,5,1,2330,7666,NEAR OCEAN,1960,1890761,True,False
Villa,2,2,2149,5190,NEAR BAY,1900,2962935,False,False
Townhouse,4,3,3691,2333,NEAR BAY,1963,2073235,True,False
Condo,4,3,3061,3530,NEAR OCEAN,1990,1904509,False,False
Villa,3,1,1870,2555,NEAR BAY,1913,2285951,True,False
Townhouse,2,1,2553,12240,INLAND,1940,1874431,True,False
House,5,2,2936,10922,NEAR OCEAN,1972,218207,True,True
Townhouse,4,3,3843,6823,NEAR OCEAN,1967,1826927,True,True
Condo,5,1,2050,6033,NEAR BAY,1952,212122,True,False
Apartment,5,1,2220,3163,INLAND,1988,2742960,True,False
Apartment,4,2,3064,8028,NEAR BAY,1930,161794,True,False
Apartment,4,1,2575,11491,NEAR BAY,2021,700999,False,False
House,3,2,3148,14654,NEAR OCEAN,1958,1920065,True,True
Condo,2,3,1725,14911,NEAR OCEAN,1995,2443434,False,False
Villa,1,2,3700,4020,<1H OCEAN,1965,1858179,False,False
Apartment,2,1,3741,9685,NEAR BAY,2011,651896,False,False
Condo,1,2,969,8023,<1H OCEAN,1936,1829831,False,True
Townhouse,4,2,2188,9444,NEAR BAY,2015,2942589,True,False
House,5,3,2055,5686,<1H OCEAN,1949,563500,True,False
Condo,2,2,1419,3940,NEAR BAY,1965,946947,False,False
Condo,5,1,2056,6396,NEAR OCEAN,1913,1844161,False,False
Villa,2,1,1481,5071,NEAR OCEAN,1914,2550567,True,False
Condo,2,3,3490,9016,<1H OCEAN,1924,2176989,True,False
Villa,5,3,2884,5499,<1H OCEAN,1973,1760461,False,False
House,3,3,3618,11402,<1H OCEAN,1991,583454,False,False
House,4,1,2225,6253,INLAND,2011,2997277,False,False
Townhouse,3,2,1810,9817,<1H OCEAN,1907,966316,True,False
Villa,3,1,3483,11546,<1H OCEAN,1957,1966113,False,False
Villa,2,1,1225,13520,<1H OCEAN,2021,2728331,False,False
Apartment,4,3,2728,8025,INLAND,2019,2386620,False,False
Apartment,2,3,3255,9576,INLAND,1955,1509882,False,False
Townhouse,1,2,3622,8607,NEAR BAY,2016,989319,False,False
House,2,2,3712,12322,NEAR OCEAN,1913,941657,False,False
Apartment,5,2,1016,9753,<1H OCEAN,1983,2421921,True,False
Condo,2,2,3017,9022,<1H OCEAN,1941,1371738,False,False
House,1,1,1409,6109,NEAR OCEAN,1912,635476,True,False
Condo,2,2,1157,5267,NEAR BAY,1918,2398563,False,False
Villa,1,1,985,9072,NEAR BAY,1933,132688,False,False
House,4,1,1524,11427,<1H OCEAN,1989,1709031,True,False
Townhouse,2,2,1669,7254,NEAR OCEAN,2000,1399002,False,False
Villa,1,2,1623,6203,<1H OCEAN,1945,790577,False,False
Villa,4,1,2567,7890,<1H OCEAN,1987,777169,True,False
Condo,5,3,2777,6726,<1H OCEAN,2016,2887157,False,True
Villa,3,2,1478,12970,NEAR OCEAN,1954,608652,True,False
Apartment,1,3,1984,14452,NEAR OCEAN,1984,1676138,False,False
House,5,1,1083,13100,NEAR BAY,1963,430906,True,True
Apartment,4,3,983,8297,NEAR OCEAN,2021,1557473,False,False
Condo,5,1,2989,6442,NEAR OCEAN,1956,532705,False,False
Condo,2,3,2419,3048,NEAR OCEAN,1987,2934653,True,False
House,3,3,1030,3959,INLAND,1971,1664437,False,False
Villa,1,3,3235,11770,NEAR BAY,1963,1684469,True,False
Townhouse,4,1,1534,5698,NEAR OCEAN,1996,1277751,False,False
Condo,3,1,957,10541,<1H OCEAN,1904,2250234,True,False
House,4,1,2141,7675,INLAND,1988,528746,False,True
Townhouse,5,2,2008,9891,INLAND,1942,1533484,False,False
Villa,4,1,3424,3478,NEAR BAY,2003,1523225,False,True
Condo,4,2,1875,3820,INLAND,1916,1407354,False,False
House,5,1,1826,11433,INLAND,1988,2285358,False,False
House,5,2,2924,5930,NEAR BAY,2005,2867215,True,False
House,3,3,2470,7365,NEAR OCEAN,1945,2881616,True,False
Condo,1,3,2661,11067,NEAR BAY,1932,2574640,True,False
Townhouse,5,1,3429,13912,<1H OCEAN,1968,2773958,False,False
House,3,2,3455,8603,NEAR OCEAN,1914,964968,True,False
Villa,4,3,1839,11733,NEAR OCEAN,1941,2071286,True,False
House,4,3,3077,7786,INLAND,1914,1941155,False,False
Townhouse,2,2,1703,13897,NEAR OCEAN,1964,661592,False,False
Condo,5,1,3764,5701,INLAND,1962,2968750,True,False
House,3,3,1688,13730,NEAR OCEAN,1955,2202442,True,False
House,3,1,2090,11011,NEAR BAY,1942,210494,True,False
Villa,1,1,2129,5909,INLAND,1981,1053605,True,False
Villa,3,2,1829,14208,NEAR BAY,1969,1734112,False,False
House,5,2,1933,10400,INLAND,1933,2362357,True,False
House,3,3,942,3884,INLAND,1965,2884057,False,False
Villa,2,2,2730,6502,INLAND,1980,2733813,False,False
Townhouse,4,3,2490,4128,NEAR OCEAN,2017,1934551,True,True
Apartment,4,3,1006,14180,NEAR OCEAN,1968,2386276,True,False
Apartment,3,3,3276,9497,NEAR BAY,1919,2715715,True,False
House,3,1,965,10298,<1H OCEAN,1913,2762701,True,False
Villa,3,1,3107,12887,NEAR BAY,1975,226336,True,False
Condo,3,2,2797,12677,<1H OCEAN,1967,1725332,False,False
Condo,2,2,1193,13277,INLAND,1940,1731627,False,False
Apartment,5,3,920,14978,<1H OCEAN,1958,2131170,True,False
Townhouse,2,3,3797,6029,<1H OCEAN,1949,2096924,False,False
Apartment,2,1,1212,3425,INLAND,1973,2333068,True,False
House,2,1,2775,6605,NEAR BAY,1938,756755,False,False
Townhouse,4,3,3015,11309,INLAND,1929,2512726,False,False
Condo,2,3,3955,4129,INLAND,1936,1512278,False,False
Villa,3,2,1220,6056,<1H OCEAN,1946,1011171,True,True
Villa,2,3,2529,2240,INLAND,1989,2664904,True,False
House,3,3,3635,10356,NEAR BAY,1944,2708310,True,False
Apartment,5,3,1067,3496,<1H OCEAN,2009,2019945,False,True
House,4,1,2885,13293,NEAR BAY,1956,2148718,True,False
Villa,5,1,3773,12698,INLAND,1903,2809060,True,False
Condo,5,2,3185,2303,NEAR BAY,1905,2694673,False,False
Villa,4,2,2577,6774,NEAR BAY,1914,856394,False,False
Townhouse,3,2,3177,2911,INLAND,2008,797836,False,False
Villa,3,3,998,7093,NEAR OCEAN,1944,1396848,False,False
Villa,3,3,3657,8047,NEAR BAY,1981,1230808,True,False
Townhouse,4,1,804,13164,NEAR OCEAN,1980,667087,True,False
Apartment,2,3,2255,14211,INLAND,1959,1987172,True,False
Villa,1,3,1788,4761,NEAR OCEAN,1996,2560343,False,False
House,2,1,2194,2605,NEAR OCEAN,1999,1558797,False,False
Villa,2,2,1694,3038,NEAR OCEAN,2006,2856723,True,False
House,5,3,2690,2406,NEAR OCEAN,1988,932921,True,True
Townhouse,1,1,2950,3071,NEAR BAY,2014,512950,True,True
Villa,3,1,3282,9830,NEAR BAY,1927,2970824,False,False
Townhouse,2,2,2731,6209,<1H OCEAN,1976,1451766,True,False
Townhouse,4,1,1449,8598,NEAR OCEAN,1931,2700028,True,False
Apartment,2,2,2628,6621,INLAND,1947,1870720,True,False
Villa,3,2,3228,8088,NEAR BAY,1918,1536986,True,False
House,2,2,2913,6443,NEAR OCEAN,1930,2642581,True,True
House,5,2,1378,3452,INLAND,1978,1474431,False,False
Villa,5,2,3117,4453,<1H OCEAN,1959,1734171,True,False
Apartment,2,1,846,7499,INLAND,1943,261209,False,True
Apartment,5,3,3763,7180,INLAND,1922,582260,True,False
Apartment,4,2,1164,8673,NEAR OCEAN,2003,2115593,True,False
House,1,2,2915,4987,NEAR BAY,1926,480176,True,False
Townhouse,2,3,3986,4789,INLAND,2017,1445330,False,False
Apartment,4,3,3897,13861,INLAND,1900,1455168,False,False
House,4,2,3054,2200,<1H OCEAN,1921,2786749,True,False
House,4,3,872,9825,NEAR BAY,1907,2758881,False,False
Townhouse,3,2,2082,8200,NEAR BAY,1968,1882971,False,False
Villa,2,1,2822,10974,NEAR BAY,1923,684675,False,False
Villa,2,3,2877,4760,NEAR BAY,1932,318389,False,True
Apartment,2,3,1826,7225,NEAR BAY,1911,2020031,False,True
Apartment,1,1,2344,6921,<1H OCEAN,1903,745528,True,False
Townhouse,4,3,2343,5713,NEAR BAY,1963,1967911,False,True
Apartment,2,1,1320,7652,NEAR BAY,1978,2186880,False,False
Townhouse,5,2,3735,11130,NEAR OCEAN,1959,1870558,False,False
House,3,3,1200,5116,<1H OCEAN,1908,2057404,True,False
Apartment,1,3,2487,5617,<1H OCEAN,1941,2000752,False,False
House,3,1,2791,12612,NEAR BAY,1952,1945287,True,False
Condo,4,2,2836,7190,INLAND,1976,826700,False,False
Townhouse,5,2,1453,10955,NEAR OCEAN,1973,1591457,False,False
Condo,4,1,1749,4894,NEAR OCEAN,1959,2813343,True,True
Apartment,2,3,1647,11446,INLAND,2005,1764816,False,False
House,3,3,2295,6619,NEAR BAY,1913,1069702,True,False
Apartment,5,1,1734,9290,NEAR BAY,1950,580495,True,True
Condo,3,1,2195,11990,<1H OCEAN,2014,965008,False,False
Apartment,1,1,3278,7188,NEAR BAY,2020,2027710,False,False
Villa,5,3,1338,6966,<1H OCEAN,1964,2257123,True,False
Condo,1,1,870,11461,<1H OCEAN,1926,413689,True,False
Apartment,5,2,2305,9540,NEAR OCEAN,1921,1350270,False,False
House,2,1,2554,6193,INLAND,1921,2951849,True,True
Apartment,3,2,2625,13032,INLAND,1989,1324754,False,False
House,3,2,1055,7441,<1H OCEAN,1963,1967461,False,False
Villa,4,1,3974,10904,NEAR OCEAN,1923,1641291,True,False
Apartment,5,2,2994,10865,INLAND,1929,1110713,False,False
Villa,5,3,1701,6604,<1H OCEAN,1939,1780718,True,False
Condo,1,1,1469,11133,<1H OCEAN,1980,689432,True,False
House,5,3,2683,2942,INLAND,1922,2185837,True,True
Condo,3,3,939,6471,INLAND,1909,469387,True,False
House,5,2,3502,5743,INLAND,1932,2341531,True,False
Villa,4,3,3468,12108,NEAR OCEAN,1971,1734923,True,False
Townhouse,4,3,2246,8283,<1H OCEAN,1904,2596090,True,False
Apartment,3,1,3718,5836,NEAR BAY,1997,1953469,True,False
Villa,3,1,863,4428,INLAND,2014,2563374,False,False
House,3,3,2094,13566,NEAR OCEAN,1926,2609391,True,False
House,5,2,2521,11381,NEAR OCEAN,1961,426256,True,False
House,5,2,1667,13145,INLAND,1994,666117,False,False
House,2,1,3682,12505,INLAND,1924,1545845,True,False
Apartment,1,1,1312,5624,INLAND,1965,756197,False,False
Condo,5,1,1830,11444,INLAND,1919,2941451,True,True
Townhouse,2,2,2216,9391,NEAR OCEAN,2018,955236,False,False
Apartment,2,1,3872,9927,INLAND,2019,1807210,False,False
House,4,3,2894,3909,<1H OCEAN,1942,1714977,False,False
Apartment,5,2,1667,12438,<1H OCEAN,1966,2344253,True,False
Villa,2,3,1577,4674,INLAND,1957,504103,True,False
House,4,1,1825,5324,INLAND,2021,2015687,False,False
Townhouse,1,2,3382,7833,NEAR OCEAN,1940,2571801,True,False
House,4,1,1158,4602,<1H OCEAN,2003,1994023,False,False
Townhouse,1,2,2300,7797,<1H OCEAN,1963,867074,False,False
Townhouse,3,1,2738,2154,NEAR OCEAN,2001,548896,True,False
Condo,3,2,2245,13039,INLAND,1945,2942820,True,False
Condo,4,2,1614,4674,NEAR BAY,1959,1296095,True,False
Apartment,3,2,1395,14057,NEAR OCEAN,2003,2630767,True,False
Apartment,5,3,3051,14245,NEAR OCEAN,1914,757443,False,False
Townhouse,4,1,1770,13833,NEAR BAY,1926,2866838,False,False
House,2,1,1026,12571,<1H OCEAN,1957,1184080,False,True
Villa,5,2,3795,6503,NEAR OCEAN,1923,2662583,False,False
Villa,4,3,1616,3527,<1H OCEAN,1934,2918666,False,False
House,1,2,2790,2625,<1H OCEAN,1922,2062735,False,False
House,3,1,2998,2685,NEAR OCEAN,1907,206115,False,False
Condo,3,1,2641,11657,NEAR OCEAN,1985,1880462,False,False
Villa,3,2,2864,12655,INLAND,1915,337035,True,False
Townhouse,4,2,3151,13663,<1H OCEAN,1969,847117,True,True
Apartment,5,2,2712,7209,NEAR OCEAN,2002,813292,False,True
Condo,1,1,2337,14428,<1H OCEAN,1960,2477352,True,True
Villa,3,2,2269,2869,NEAR OCEAN,2008,1507769,True,False
House,5,2,2164,5077,NEAR OCEAN,2015,1382862,False,True
Villa,2,1,3628,14005,INLAND,1957,1629743,True,False
Townhouse,2,2,1884,12123,INLAND,1928,2435977,True,False
Condo,1,3,1066,2904,INLAND,1962,2115338,True,True
House,3,1,1920,12042,NEAR OCEAN,1925,2570341,True,False
Townhouse,2,2,2106,4022,INLAND,1908,738941,False,False
Apartment,5,2,2070,3242,<1H OCEAN,1918,1731866,False,False
Condo,5,1,834,12818,<1H OCEAN,1970,1392054,True,False
Townhouse,2,1,1585,4711,NEAR OCEAN,2011,770525,True,False
Townhouse,3,3,867,3294,INLAND,1924,1207494,True,True
House,1,2,988,12977,NEAR BAY,1923,2060325,False,True
Apartment,3,2,840,14350,NEAR OCEAN,1938,2882186,True,False
Townhouse,4,2,1407,7937,NEAR BAY,1946,2796611,True,False
Condo,2,1,1482,11055,NEAR OCEAN,1960,2443357,False,False
Townhouse,4,1,1744,3556,NEAR BAY,2000,360411,True,False
Villa,2,1,3754,12752,<1H OCEAN,1997,212237,False,True
Condo,1,2,3938,4302,NEAR BAY,1928,582281,True,False
Condo,3,2,1746,2736,INLAND,1997,364995,True,False
Townhouse,3,1,2131,2778,NEAR BAY,1919,2940140,False,False
House,2,3,3990,13714,NEAR BAY,1904,777191,True,False
Condo,5,2,1652,7525,<1H OCEAN,2007,2498168,True,True
Villa,4,3,1773,7833,INLAND,1935,261111,True,False
House,3,1,3941,14907,INLAND,1993,1788734,True,False
House,3,2,3858,9525,NEAR BAY,2022,2922823,False,False
House,2,3,1556,14375,NEAR OCEAN,1961,1271935,True,False
Condo,5,2,2494,11606,INLAND,1949,2199946,True,False
House,4,3,3854,6784,INLAND,1919,2216132,True,False
Townhouse,5,2,2107,10035,NEAR OCEAN,1910,2542490,False,False
House,5,3,2442,6736,<1H OCEAN,1984,2449116,False,False
Villa,2,3,2769,10000,<1H OCEAN,1919,1300785,False,False
Apartment,5,1,3395,8590,<1H OCEAN,1905,2902649,False,False
Villa,4,1,2171,14560,INLAND,1944,2058289,False,False
Condo,1,3,3762,8794,INLAND,1925,1896001,True,False
House,1,2,2018,6732,NEAR OCEAN,1922,747477,False,True
House,4,3,2603,2521,NEAR OCEAN,1904,371737,False,False
Townhouse,2,2,1283,7697,NEAR OCEAN,1924,2370494,False,False
House,3,2,2807,4847,NEAR BAY,1992,2890990,False,False
Villa,2,2,1387,6111,<1H OCEAN,1903,1140036,True,False
Condo,4,2,2171,12607,INLAND,1990,1504243,False,True
Apartment,5,1,1921,8394,NEAR OCEAN,1909,995835,True,True
House,1,3,1081,14647,INLAND,1933,1840355,False,False
Apartment,5,2,1429,10422,NEAR BAY,1990,2536039,True,False
House,2,1,3266,9420,NEAR OCEAN,1957,2538073,True,True
Condo,4,2,1022,10119,NEAR OCEAN,1907,666481,False,True
Villa,1,2,879,14899,NEAR BAY,1951,302326,False,False
Condo,4,1,1625,8749,<1H OCEAN,2015,2863854,True,False
Apartment,1,1,3529,13656,<1H OCEAN,1998,587686,True,False
House,1,2,3260,12756,INLAND,1927,2263567,False,False
Apartment,1,3,3181,2518,INLAND,1908,2624318,True,False
Villa,2,1,3736,10675,NEAR OCEAN,2015,1357726,True,False
Condo,4,3,2151,12304,<1H OCEAN,1933,2599423,False,True
Apartment,3,2,1825,12458,INLAND,1958,2963143,False,True
Apartment,3,2,2026,5851,<1H OCEAN,1993,1413106,False,False
